claimID,date,amountClaimed
CL-003498,2024-02-17,9779
CL-003499,2025-07-27,11464
CL-003500,2025-10-26,9905
CL-003501,2025-11-11,7954
CL-003502,2025-06-28,13834
CL-003503,2025-07-31,9266
CL-003504,2024-01-31,1757
CL-003505,2025-09-28,4356
CL-003506,2025-08-25,11962
CL-003507,2024-10-11,58069
CL-003508,2025-10-11,5991
CL-003509,2024-02-22,12544
CL-003510,2025-11-01,14438
CL-003511,2024-05-07,9583
CL-003512,2025-12-19,2001
CL-003513,2024-07-12,13624
CL-003514,2025-10-03,11040
CL-003515,2024-05-19,22915
CL-003516,2024-10-21,7991
CL-003517,2024-09-27,8133
CL-003518,2025-09-12,1616
CL-003519,2024-07-08,21395
CL-003520,2024-01-10,2940
CL-003521,2025-11-26,4684
CL-003522,2024-05-29,14361
CL-003523,2024-05-14,1653
CL-003524,2025-12-31,5261
CL-003525,2024-04-12,5641
CL-003526,2025-11-27,14550
CL-003527,2024-07-31,10150
CL-003528,2025-12-16,9525
CL-003529,2024-07-29,7910
CL-003530,2025-12-02,13154
CL-003531,2024-04-07,10918
CL-003532,2024-09-19,7211
CL-003533,2025-04-08,889
CL-003534,2024-08-18,6484
CL-003535,2024-11-07,3206
CL-003536,2025-03-05,9280
CL-003537,2024-04-20,11669
CL-003538,2025-10-09,7677
CL-003539,2025-06-30,7214
CL-003540,2025-07-19,4810
CL-003541,2025-10-17,11625
CL-003542,2025-03-04,30927
CL-003543,2025-08-05,3129
CL-003544,2024-09-19,51201
CL-003545,2025-06-18,3624
CL-003546,2025-09-18,12271
CL-003547,2025-06-01,1584
CL-003548,2024-05-08,13013
CL-003549,2025-12-26,50565
CL-003550,2025-04-26,6639
CL-003551,2024-10-03,2933
CL-003552,2024-02-26,4130
CL-003553,2025-11-12,11774
CL-003554,2025-03-05,12187
CL-003555,2025-03-30,11519
CL-003556,2024-11-24,11124
CL-003557,2024-09-13,10746
CL-003558,2024-10-14,3176
CL-003559,2025-11-06,8893
CL-003560,2025-12-07,6519
CL-003561,2025-12-24,2241
CL-003562,2025-11-15,12921
CL-003563,2024-12-05,7024
CL-003564,2024-11-15,12720
CL-003565,2025-02-14,1873
CL-003566,2024-05-11,4775
CL-003567,2024-11-05,1435
CL-003568,2024-03-14,8365
CL-003569,2025-11-26,21126
CL-003570,2025-12-11,11287
CL-003571,2025-02-21,12199
CL-003572,2025-10-01,11476
CL-003573,2025-09-27,818
CL-003574,2025-03-24,3317
CL-003575,2025-06-28,11271
CL-003576,2024-12-31,5611
CL-003577,2025-09-05,8625
CL-003578,2024-09-15,6767
CL-003579,2025-11-12,8943
CL-003580,2025-09-06,10985
CL-003581,2024-01-18,8110
CL-003582,2024-04-04,5696
CL-003583,2024-09-25,10652
CL-003584,2024-05-23,44991
CL-003585,2025-11-22,1234
CL-003586,2025-08-21,4001
CL-003587,2025-09-13,32399
CL-003588,2024-04-10,12690
CL-003589,2025-01-17,9572
CL-003590,2025-07-28,13531
CL-003591,2024-02-22,9024
CL-003592,2025-10-27,5518
CL-003593,2024-07-01,13674
CL-003594,2024-02-26,4200
CL-003595,2024-03-22,8738
CL-003596,2024-10-07,14948
CL-003597,2025-09-15,9371
CL-003598,2024-01-18,50673
CL-003599,2025-09-20,10032
CL-003600,2025-06-08,26243
CL-003601,2025-01-20,13629
CL-003602,2025-03-06,13749
CL-003603,2024-12-22,58155
CL-003604,2025-01-08,5475
CL-003605,2024-01-12,809
CL-003606,2024-04-23,10632
CL-003607,2025-06-13,9069
CL-003608,2025-10-24,4533
CL-003609,2025-02-19,1924
CL-003610,2024-05-09,11181
CL-003611,2025-11-21,8056
CL-003612,2025-09-13,13663
CL-003613,2024-08-04,2415
CL-003614,2024-05-13,10615
CL-003615,2025-07-23,3359
CL-003616,2024-04-27,3272
CL-003617,2024-01-26,14258
CL-003618,2025-12-25,809
CL-003619,2024-06-09,42416
CL-003620,2024-02-02,2042
CL-003621,2024-09-06,12645
CL-003622,2024-01-05,13105
CL-003623,2024-11-11,3550
CL-003624,2025-01-24,2547
CL-003625,2025-01-30,13630
CL-003626,2025-09-07,25559
CL-003627,2024-01-28,1308
CL-003628,2024-02-03,5976
CL-003629,2025-02-13,11726
CL-003630,2024-11-07,7816
CL-003631,2025-03-01,12970
CL-003632,2024-07-11,2444
CL-003633,2024-06-14,4347
CL-003634,2025-04-07,14326
CL-003635,2025-12-25,1785
CL-003636,2025-06-07,12524
CL-003637,2024-12-27,7733
CL-003638,2025-02-16,14071
CL-003639,2024-01-22,11210
CL-003640,2025-06-28,13904
CL-003641,2024-07-01,14382
CL-003642,2025-09-04,12447
CL-003643,2024-06-15,6406
CL-003644,2025-10-13,10255
CL-003645,2025-03-09,9634
CL-003646,2024-12-19,11969
CL-003647,2025-04-28,4316
CL-003648,2025-09-24,14057
CL-003649,2025-05-08,49644
CL-003650,2025-02-25,4271
CL-003651,2025-04-14,11572
CL-003652,2025-12-12,7471
CL-003653,2025-10-23,1951
CL-003654,2025-10-23,14045
CL-003655,2025-09-19,3329
CL-003656,2025-12-03,9079
CL-003657,2024-07-28,10361
CL-003658,2024-12-15,5087
CL-003659,2025-12-10,22176
CL-003660,2025-04-04,1628
CL-003661,2025-11-06,11736
CL-003662,2025-12-19,14358
CL-003663,2025-07-25,6008
CL-003664,2025-01-02,8134
CL-003665,2025-01-12,11381
CL-003666,2024-01-03,2399
CL-003667,2024-06-18,10969
CL-003668,2024-12-08,7083
CL-003669,2024-09-02,10065
CL-003670,2024-12-30,11085
CL-003671,2025-10-04,3163
CL-003672,2024-05-06,1992
CL-003673,2024-12-16,14227
CL-003674,2025-12-03,14386
CL-003675,2024-05-17,5703
CL-003676,2025-02-16,13559
CL-003677,2025-02-10,56335
CL-003678,2025-12-04,13234
CL-003679,2024-09-22,13674
CL-003680,2025-06-06,10876
CL-003681,2024-12-22,9184
CL-003682,2025-08-17,6002
CL-003683,2024-12-24,10970
CL-003684,2024-09-15,14171
CL-003685,2024-11-09,1493
CL-003686,2024-05-12,35764
CL-003687,2024-03-25,13347
CL-003688,2025-07-26,1081
CL-003689,2024-06-08,14263
CL-003690,2024-10-11,6722
CL-003691,2024-11-04,14452
CL-003692,2024-06-24,13169
CL-003693,2025-08-15,30550
CL-003694,2024-09-25,1878
CL-003695,2025-08-20,1169
CL-003696,2025-02-03,22295
CL-003697,2024-11-21,8211
CL-003698,2025-10-13,2702
CL-003699,2025-09-07,11294
CL-003700,2024-06-14,6003
CL-003701,2024-02-26,57142
CL-003702,2024-09-24,12188
CL-003703,2024-08-03,6501
CL-003704,2025-09-21,14389
CL-003705,2024-04-01,48370
CL-003706,2024-03-25,6679
CL-003707,2025-01-16,7691
CL-003708,2025-10-31,13260
CL-003709,2025-12-31,2345
CL-003710,2025-12-04,13206
CL-003711,2024-05-08,4132
CL-003712,2024-07-10,1078
CL-003713,2024-10-14,44213
CL-003714,2025-11-14,30279
CL-003715,2025-06-17,874
CL-003716,2024-09-30,3296
CL-003717,2024-04-13,972
CL-003718,2024-09-26,13002
CL-003719,2025-10-30,44228
CL-003720,2024-01-31,13112
CL-003721,2024-02-13,9773
CL-003722,2024-02-06,9862
CL-003723,2025-02-16,3864
CL-003724,2025-05-13,8168
CL-003725,2025-11-05,4300
CL-003726,2025-02-11,8222
CL-003727,2025-08-08,8007
CL-003728,2025-11-15,4032
CL-003729,2025-12-05,7435
CL-003730,2024-12-12,7548
CL-003731,2025-07-01,8193
CL-003732,2025-07-11,12918
CL-003733,2024-03-16,10792
CL-003734,2025-02-10,1823
CL-003735,2024-02-09,6032
CL-003736,2024-08-30,9001
CL-003737,2025-06-21,5348
CL-003738,2025-06-09,12842
CL-003739,2024-03-11,2969
CL-003740,2024-08-10,12012
CL-003741,2025-01-17,7556
CL-003742,2024-07-02,3969
CL-003743,2024-09-29,59055
CL-003744,2024-09-02,45609
CL-003745,2025-09-20,8746
CL-003746,2024-09-04,12024
CL-003747,2024-03-03,6588
CL-003748,2024-08-23,1029
CL-003749,2025-09-27,9467
CL-003750,2025-03-13,13821
CL-003751,2024-09-19,3920
CL-003752,2025-08-16,8698
CL-003753,2024-12-06,3901
CL-003754,2024-12-29,5739
CL-003755,2024-08-12,12790
CL-003756,2024-12-26,10299
CL-003757,2025-06-15,14451
CL-003758,2024-11-22,41894
CL-003759,2024-03-09,3258
CL-003760,2025-02-24,55133
CL-003761,2024-05-26,3723
CL-003762,2025-02-25,14679
CL-003763,2025-05-22,3395
CL-003764,2025-12-27,13952
CL-003765,2025-08-23,24801
CL-003766,2024-01-24,6571
CL-003767,2025-10-02,3455
CL-003768,2024-06-04,8818
CL-003769,2024-04-08,7803
CL-003770,2025-06-29,8798
CL-003771,2025-03-16,5716
CL-003772,2024-08-27,4718
CL-003773,2025-11-18,7416
CL-003774,2025-11-15,7102
CL-003775,2025-06-22,7387
CL-003776,2025-10-12,38249
CL-003777,2024-09-11,4887
CL-003778,2024-12-29,10967
CL-003779,2025-12-18,24306
CL-003780,2025-04-02,5904
CL-003781,2025-05-06,10189
CL-003782,2025-09-06,11387
CL-003783,2025-03-27,11974
CL-003784,2024-01-02,822
CL-003785,2025-01-04,2558
CL-003786,2025-12-27,7081
CL-003787,2024-05-09,10536
CL-003788,2024-05-08,13405
CL-003789,2024-08-21,12624
CL-003790,2024-10-09,7675
CL-003791,2025-10-21,53285
CL-003792,2024-04-04,32378
CL-003793,2025-12-28,41440
CL-003794,2024-06-26,3021
CL-003795,2024-05-21,11143
CL-003796,2025-10-23,8912
CL-003797,2025-07-01,4185
CL-003798,2024-06-17,5158
CL-003799,2024-03-27,13282
CL-003800,2025-09-27,10955
CL-003801,2024-07-30,5195
CL-003802,2025-01-03,14317
CL-003803,2025-08-16,14314
CL-003804,2024-11-22,9216
CL-003805,2025-10-20,10552
CL-003806,2025-03-10,5464
CL-003807,2025-09-30,12795
CL-003808,2025-03-29,6737
CL-003809,2024-12-20,13344
CL-003810,2025-04-05,5702
CL-003811,2025-07-06,14606
CL-003812,2025-11-16,4870
CL-003813,2025-04-13,10953
CL-003814,2024-12-24,2235
CL-003815,2025-06-13,3024
CL-003816,2025-03-14,6522
CL-003817,2025-08-11,32632
CL-003818,2024-10-07,10523
CL-003819,2024-01-20,14891
CL-003820,2024-05-19,3675
CL-003821,2024-12-13,11927
CL-003822,2025-02-07,10808
CL-003823,2025-10-27,14951
CL-003824,2025-08-13,6593
CL-003825,2025-11-17,3607
CL-003826,2025-02-15,5369
CL-003827,2025-11-29,30973
CL-003828,2025-12-06,58829
CL-003829,2025-07-29,1313
CL-003830,2025-06-03,7124
CL-003831,2024-02-09,41448
CL-003832,2024-08-12,31773
CL-003833,2024-03-12,5860
CL-003834,2025-11-08,4122
CL-003835,2024-11-23,11449
CL-003836,2024-07-02,7867
CL-003837,2024-01-29,3136
CL-003838,2025-09-18,12029
CL-003839,2025-02-14,5247
CL-003840,2024-07-26,13240
CL-003841,2025-02-17,7772
CL-003842,2024-02-11,2929
CL-003843,2024-04-17,11724
CL-003844,2024-10-30,9493
CL-003845,2024-02-29,11585
CL-003846,2025-09-08,5630
CL-003847,2025-03-19,7625
CL-003848,2025-02-23,10591
CL-003849,2025-11-08,5769
CL-003850,2024-08-11,54511
CL-003851,2024-11-01,4284
CL-003852,2024-11-01,2496
CL-003853,2024-03-02,1238
CL-003854,2025-08-25,4194
CL-003855,2024-06-08,11339
CL-003856,2025-07-28,2789
CL-003857,2024-06-24,7355
CL-003858,2024-09-30,51491
CL-003859,2024-06-04,4465
CL-003860,2024-10-23,11667
CL-003861,2024-02-09,26315
CL-003862,2025-10-20,6588
CL-003863,2025-07-27,1495
CL-003864,2024-11-30,20000
CL-003865,2025-12-24,7345
CL-003866,2025-05-23,1033
CL-003867,2025-05-18,37130
CL-003868,2025-08-08,4508
CL-003869,2025-05-11,9981
CL-003870,2025-10-06,4072
CL-003871,2024-02-16,2947
CL-003872,2025-06-29,7490
CL-003873,2025-12-26,32285
CL-003874,2024-11-24,8888
CL-003875,2024-03-27,2235
CL-003876,2025-01-24,3405
CL-003877,2025-02-18,2625
CL-003878,2025-01-20,11700
CL-003879,2025-04-26,3224
CL-003880,2025-09-01,4375
CL-003881,2024-12-28,6491
CL-003882,2024-08-30,4403
CL-003883,2024-02-17,8720
CL-003884,2024-07-13,13072
CL-003885,2025-10-18,3740
CL-003886,2024-12-17,11765
CL-003887,2024-04-27,52423
CL-003888,2024-04-02,4041
CL-003889,2025-08-27,1122
CL-003890,2025-01-29,8131
CL-003891,2024-04-13,2198
CL-003892,2025-09-04,56285
CL-003893,2024-12-26,10917
CL-003894,2024-02-19,7777
CL-003895,2024-04-29,12164
CL-003896,2024-10-31,12913
CL-003897,2025-04-10,14628
CL-003898,2024-06-09,1523
CL-003899,2024-11-29,2104
CL-003900,2024-01-01,13935
CL-003901,2024-03-09,6768
CL-003902,2024-08-13,10125
CL-003903,2025-01-17,14976
CL-003904,2024-09-06,45062
CL-003905,2025-05-22,14257
CL-003906,2025-03-30,4980
CL-003907,2024-03-16,28451
CL-003908,2025-10-28,3534
CL-003909,2024-03-02,1024
CL-003910,2025-03-19,10715
CL-003911,2025-12-04,12155
CL-003912,2025-07-04,14885
CL-003913,2025-09-08,9730
CL-003914,2024-07-08,13584
CL-003915,2024-08-12,59340
CL-003916,2025-06-06,12859
CL-003917,2024-04-15,12317
CL-003918,2024-05-17,2887
CL-003919,2024-01-17,3675
CL-003920,2025-09-03,3217
CL-003921,2024-11-15,1895
CL-003922,2025-07-07,13017
CL-003923,2024-07-18,1345
CL-003924,2024-10-30,8072
CL-003925,2025-02-03,6307
CL-003926,2024-01-05,12735
CL-003927,2025-02-09,3602
CL-003928,2024-08-07,7475
CL-003929,2025-08-24,13631
CL-003930,2025-04-27,10960
CL-003931,2025-10-17,4019
CL-003932,2024-11-17,13070
CL-003933,2024-07-21,24816
CL-003934,2025-04-12,977
CL-003935,2025-04-02,13726
CL-003936,2024-12-04,3226
CL-003937,2024-04-11,10386
CL-003938,2025-08-25,49939
CL-003939,2025-04-14,14242
CL-003940,2025-12-29,10582
CL-003941,2024-03-22,1878
CL-003942,2024-10-13,4652
CL-003943,2024-03-25,2200
CL-003944,2025-08-11,14074
CL-003945,2024-02-13,2743
CL-003946,2025-03-20,13519
CL-003947,2025-02-09,6804
CL-003948,2025-07-28,11915
CL-003949,2024-12-31,9269
CL-003950,2024-01-28,3421
CL-003951,2025-04-26,4713
CL-003952,2025-03-29,1440
CL-003953,2025-04-20,27583
CL-003954,2025-03-30,3613
CL-003955,2025-05-06,55616
CL-003956,2024-07-11,7812
CL-003957,2024-02-17,1576
CL-003958,2025-09-28,5326
CL-003959,2025-02-23,12961
CL-003960,2024-10-27,6642
CL-003961,2024-09-18,8861
CL-003962,2024-09-10,949
CL-003963,2024-12-04,11700
CL-003964,2024-04-06,13893
CL-003965,2025-04-10,24937
CL-003966,2024-05-30,7078
CL-003967,2024-03-13,1658
CL-003968,2025-03-09,8379
CL-003969,2024-07-04,13670
CL-003970,2025-09-05,52214
CL-003971,2025-11-22,12043
CL-003972,2025-09-19,5265
CL-003973,2025-03-22,14126
CL-003974,2025-10-10,6209
CL-003975,2024-08-01,10784
CL-003976,2024-09-15,14107
CL-003977,2024-02-23,3807
CL-003978,2025-01-05,13156
CL-003979,2025-11-27,1416
CL-003980,2024-12-05,2015
CL-003981,2025-02-05,5709
CL-003982,2025-07-29,3179
CL-003983,2024-04-04,14501
CL-003984,2025-07-21,1171
CL-003985,2025-11-21,2660
CL-003986,2025-06-13,13359
CL-003987,2024-08-10,8545
CL-003988,2024-03-17,9778
CL-003989,2025-04-05,13624
CL-003990,2024-05-07,7428
CL-003991,2024-05-19,11659
CL-003992,2025-01-16,9038
CL-003993,2024-02-09,1501
CL-003994,2024-10-01,13195
CL-003995,2025-12-19,14385
CL-003996,2025-01-08,3643
CL-003997,2025-06-04,6874
CL-003998,2025-05-24,11145
CL-003999,2024-01-10,7034
CL-004000,2024-12-09,7713
CL-004001,2025-05-03,28543
CL-004002,2024-02-26,3138
CL-004003,2025-11-30,3085
CL-004004,2025-12-19,13104
CL-004005,2024-05-15,10917
CL-004006,2025-01-09,12398
CL-004007,2024-07-15,8933
CL-004008,2025-06-26,1425
CL-004009,2025-01-21,4480
CL-004010,2024-07-19,2338
CL-004011,2024-04-07,13772
CL-004012,2025-07-11,14204
CL-004013,2024-04-10,2892
CL-004014,2024-12-14,2539
CL-004015,2024-02-01,13429
CL-004016,2024-03-05,59323
CL-004017,2025-06-10,1765
CL-004018,2024-10-09,11756
CL-004019,2024-05-21,35880
CL-004020,2025-07-11,3715
CL-004021,2024-02-07,12918
CL-004022,2025-01-06,9358
CL-004023,2024-03-11,9278
CL-004024,2024-08-24,2578
CL-004025,2024-05-29,5632
CL-004026,2025-04-26,10119
CL-004027,2025-01-29,9439
CL-004028,2024-05-13,34046
CL-004029,2024-02-10,5279
CL-004030,2024-07-04,36616
CL-004031,2024-03-28,3000
CL-004032,2025-06-27,14196
CL-004033,2025-10-28,4111
CL-004034,2025-06-12,11040
CL-004035,2025-09-18,29976
CL-004036,2024-05-20,4502
CL-004037,2024-04-06,1040
CL-004038,2025-08-12,11277
CL-004039,2025-03-12,11158
CL-004040,2025-05-28,54377
CL-004041,2024-07-20,5793
CL-004042,2024-03-23,53096
CL-004043,2024-10-01,14521
CL-004044,2025-06-19,2014
CL-004045,2024-09-20,51366
CL-004046,2024-06-09,4910
CL-004047,2025-09-02,3529
CL-004048,2025-11-27,2089
CL-004049,2024-01-29,13984
CL-004050,2025-07-16,6863
CL-004051,2025-06-12,9017
CL-004052,2024-04-28,10230
CL-004053,2025-04-01,9607
CL-004054,2025-01-29,9633
CL-004055,2024-09-02,13648
CL-004056,2025-04-28,11564
CL-004057,2024-03-10,39205
CL-004058,2025-10-06,6217
CL-004059,2025-07-28,11038
CL-004060,2024-01-20,2366
CL-004061,2025-04-29,13166
CL-004062,2024-07-26,13353
CL-004063,2024-09-05,14769
CL-004064,2024-01-17,13137
CL-004065,2024-06-29,2955
CL-004066,2024-07-18,4371
CL-004067,2025-02-05,12732
CL-004068,2024-02-24,11727
CL-004069,2024-04-30,5732
CL-004070,2025-11-21,7944
CL-004071,2025-10-20,4986
CL-004072,2025-12-27,14003
CL-004073,2024-08-14,8201
CL-004074,2024-02-06,1909
CL-004075,2025-07-29,11577
CL-004076,2025-11-02,10480
CL-004077,2024-07-31,58003
CL-004078,2024-01-12,8964
CL-004079,2024-08-06,7478
CL-004080,2025-11-23,1050
CL-004081,2024-06-25,6827
CL-004082,2024-03-05,11057
CL-004083,2025-10-29,3378
CL-004084,2025-09-29,9745
CL-004085,2025-08-11,12056
CL-004086,2024-07-13,14640
CL-004087,2024-09-02,9855
CL-004088,2024-01-22,2890
CL-004089,2024-05-09,9084
CL-004090,2024-07-16,9935
CL-004091,2024-01-04,6757
CL-004092,2025-11-08,13611
CL-004093,2025-03-20,5298
CL-004094,2024-05-15,58681
CL-004095,2024-07-15,14433
CL-004096,2025-02-18,44424
CL-004097,2025-06-25,7565
CL-004098,2024-04-20,12453
CL-004099,2024-05-22,12042
CL-004100,2024-03-13,12800
CL-004101,2025-06-04,9783
CL-004102,2024-11-28,3384
CL-004103,2025-09-10,7170
CL-004104,2025-05-21,1767
CL-004105,2025-08-11,2349
CL-004106,2025-12-08,14345
CL-004107,2024-06-08,13497
CL-004108,2024-12-24,48292
CL-004109,2024-11-08,7265
CL-004110,2025-05-06,14975
CL-004111,2024-09-29,3237
CL-004112,2024-11-17,13838
CL-004113,2024-11-07,43409
CL-004114,2025-04-20,12883
CL-004115,2025-09-12,11532
CL-004116,2024-02-13,26797
CL-004117,2024-06-02,13743
CL-004118,2025-11-26,12671
CL-004119,2024-06-09,22241
CL-004120,2024-04-02,5033
CL-004121,2024-09-05,11598
CL-004122,2024-03-12,22603
CL-004123,2024-12-05,58979
CL-004124,2025-03-11,12672
CL-004125,2025-04-10,9743
CL-004126,2025-03-24,1905
CL-004127,2025-03-21,5417
CL-004128,2025-01-02,6831
CL-004129,2025-10-07,1283
CL-004130,2025-02-03,9599
CL-004131,2025-01-01,5016
CL-004132,2024-11-11,1891
CL-004133,2024-04-26,6195
CL-004134,2025-08-28,2290
CL-004135,2024-02-28,4658
CL-004136,2024-06-30,3337
CL-004137,2025-04-09,7915
CL-004138,2025-02-20,12652
CL-004139,2025-08-01,3732
CL-004140,2025-02-02,6029
CL-004141,2024-05-12,2453
CL-004142,2024-06-02,13464
CL-004143,2024-05-31,4206
CL-004144,2024-01-16,6963
CL-004145,2025-12-22,7076
CL-004146,2025-10-05,3226
CL-004147,2024-11-08,9563
CL-004148,2024-12-12,50630
CL-004149,2025-12-23,14572
CL-004150,2025-05-16,4624
CL-004151,2025-08-19,5413
CL-004152,2024-06-19,29892
CL-004153,2024-06-22,3569
CL-004154,2024-03-08,11269
CL-004155,2024-04-02,12535
CL-004156,2024-04-24,1460
CL-004157,2024-08-14,42452
CL-004158,2025-06-30,1553
CL-004159,2024-04-23,9541
CL-004160,2025-07-23,1184
CL-004161,2025-03-06,13157
CL-004162,2024-04-08,14735
CL-004163,2024-07-06,10756
CL-004164,2025-12-06,7775
CL-004165,2024-05-24,939
CL-004166,2025-02-17,7430
CL-004167,2025-04-10,12584
CL-004168,2024-08-08,5787
CL-004169,2024-09-26,13921
CL-004170,2024-08-14,5899
CL-004171,2025-02-01,35510
CL-004172,2024-10-29,2232
CL-004173,2024-02-09,10805
CL-004174,2024-09-16,8532
CL-004175,2025-06-26,14429
CL-004176,2024-11-16,13374
CL-004177,2025-04-30,24550
CL-004178,2024-03-14,38309
CL-004179,2025-05-31,2639
CL-004180,2024-06-14,3794
CL-004181,2024-08-30,7699
CL-004182,2025-09-15,3976
CL-004183,2024-04-09,2571
CL-004184,2025-06-16,13371
CL-004185,2025-04-27,13799
CL-004186,2024-12-08,12533
CL-004187,2025-03-08,11957
CL-004188,2024-11-25,7175
CL-004189,2024-07-24,3209
CL-004190,2025-02-01,51768
CL-004191,2025-05-01,5571
CL-004192,2024-02-24,34034
CL-004193,2024-04-20,12349
CL-004194,2024-07-04,3563
CL-004195,2025-09-13,28383
CL-004196,2024-02-12,12610
CL-004197,2025-03-16,11584
CL-004198,2024-04-07,4774
CL-004199,2024-10-12,830
CL-004200,2024-07-07,14116
CL-004201,2024-06-01,7477
CL-004202,2025-12-12,9937
CL-004203,2024-01-24,12799
CL-004204,2025-08-03,2972
CL-004205,2024-01-18,10669
CL-004206,2024-06-04,2747
CL-004207,2025-09-13,1399
CL-004208,2025-05-07,9674
CL-004209,2025-05-05,3134
CL-004210,2024-04-22,24871
CL-004211,2025-07-11,12237
CL-004212,2025-07-10,2225
CL-004213,2024-08-04,9972
CL-004214,2024-10-18,7130
CL-004215,2025-01-03,3621
CL-004216,2024-08-19,12293
CL-004217,2025-10-08,14520
CL-004218,2024-04-26,9659
CL-004219,2025-09-27,4064
CL-004220,2025-12-09,1867
CL-004221,2025-09-09,14812
CL-004222,2024-12-12,30590
CL-004223,2024-02-01,6784
CL-004224,2025-07-20,25086
CL-004225,2025-09-08,7428
CL-004226,2024-09-21,7100
CL-004227,2024-02-12,5424
CL-004228,2025-12-23,11827
CL-004229,2024-03-02,3216
CL-004230,2024-04-07,4945
CL-004231,2024-11-09,32029
CL-004232,2024-10-09,8532
CL-004233,2025-07-02,7706
CL-004234,2024-12-18,5551
CL-004235,2025-10-16,7429
CL-004236,2024-01-20,9900
CL-004237,2025-05-15,13292
CL-004238,2025-02-13,8675
CL-004239,2025-03-20,4277
CL-004240,2025-04-27,47223
CL-004241,2025-03-18,1646
CL-004242,2025-09-16,1795
CL-004243,2025-01-29,9456
CL-004244,2025-07-08,8935
CL-004245,2025-07-27,26572
CL-004246,2025-06-17,6288
CL-004247,2025-02-22,53638
CL-004248,2025-05-07,23735
CL-004249,2024-02-17,11374
CL-004250,2024-04-10,3550
CL-004251,2025-08-20,43047
CL-004252,2024-10-25,13245
CL-004253,2025-03-21,2292
CL-004254,2024-07-27,3283
CL-004255,2025-11-11,13822
CL-004256,2024-01-08,14206
CL-004257,2024-07-03,3778
CL-004258,2025-09-25,56258
CL-004259,2024-02-16,30305
CL-004260,2025-03-17,11617
CL-004261,2024-02-14,11971
CL-004262,2025-07-19,4000
CL-004263,2024-12-14,9249
CL-004264,2025-03-04,1337
CL-004265,2024-04-22,915
CL-004266,2025-10-02,6271
CL-004267,2025-05-15,6378
CL-004268,2024-04-19,6907
CL-004269,2024-02-29,14721
CL-004270,2024-10-03,6467
CL-004271,2025-02-08,1803
CL-004272,2024-08-22,8954
CL-004273,2025-02-02,13574
CL-004274,2025-03-27,45047
CL-004275,2024-11-06,13366
CL-004276,2025-08-13,5204
CL-004277,2025-11-09,7070
CL-004278,2025-06-03,11835
CL-004279,2025-06-18,14140
CL-004280,2024-12-14,12864
CL-004281,2025-02-09,10553
CL-004282,2025-05-22,12676
CL-004283,2025-07-19,52946
CL-004284,2024-09-07,10579
CL-004285,2024-07-01,4947
CL-004286,2025-06-04,4933
CL-004287,2025-12-02,41799
CL-004288,2024-07-16,10489
CL-004289,2024-02-02,13367
CL-004290,2024-08-14,2099
CL-004291,2024-01-10,7433
CL-004292,2024-03-07,9315
CL-004293,2024-02-10,3138
CL-004294,2024-12-23,1368
CL-004295,2025-02-16,3158
CL-004296,2025-02-26,6904
CL-004297,2025-12-12,1731
CL-004298,2024-03-04,21928
CL-004299,2025-03-06,2018
CL-004300,2025-04-28,5992
CL-004301,2024-04-16,5155
CL-004302,2025-04-11,46080
CL-004303,2025-04-25,6419
CL-004304,2025-08-30,10236
CL-004305,2024-01-01,6567
CL-004306,2024-11-04,12248
CL-004307,2024-11-22,896
CL-004308,2025-10-16,8169
CL-004309,2025-09-11,13259
CL-004310,2024-08-24,12495
CL-004311,2025-04-06,4297
CL-004312,2024-05-17,8889
CL-004313,2024-07-19,1378
CL-004314,2024-02-18,5579
CL-004315,2025-06-17,14496
CL-004316,2024-06-22,23850
CL-004317,2025-10-11,9709
CL-004318,2024-09-29,10311
CL-004319,2025-12-19,22390
CL-004320,2025-12-29,50759
CL-004321,2025-09-09,11198
CL-004322,2025-11-12,11421
CL-004323,2024-07-18,27683
CL-004324,2024-03-12,14712
CL-004325,2025-07-22,14406
CL-004326,2024-02-03,1209
CL-004327,2024-08-26,13516
CL-004328,2024-08-12,4644
CL-004329,2025-10-18,6932
CL-004330,2025-08-13,11309
CL-004331,2025-01-13,4857
CL-004332,2025-06-28,45666
CL-004333,2025-07-18,14375
CL-004334,2025-03-23,7833
CL-004335,2025-06-26,6975
CL-004336,2024-08-11,1372
CL-004337,2025-07-19,802
CL-004338,2024-08-17,5817
CL-004339,2025-12-11,7202
CL-004340,2025-06-28,12915
CL-004341,2024-02-07,2375
CL-004342,2024-02-19,1014
CL-004343,2024-01-15,5793
CL-004344,2025-12-05,14844
CL-004345,2025-09-20,2084
CL-004346,2024-10-24,8169
CL-004347,2025-09-08,9749
CL-004348,2025-02-18,58742
CL-004349,2025-02-01,2899
CL-004350,2025-12-13,11338
CL-004351,2024-12-11,12228
CL-004352,2024-06-04,13542
CL-004353,2024-01-03,1530
CL-004354,2025-01-29,6467
CL-004355,2025-08-18,8013
CL-004356,2025-07-19,3903
CL-004357,2025-12-14,4402
CL-004358,2025-06-18,5772
CL-004359,2025-02-28,1285
CL-004360,2024-10-18,3539
CL-004361,2024-08-04,10775
CL-004362,2024-02-08,10422
CL-004363,2025-01-27,7098
CL-004364,2025-10-12,4846
CL-004365,2025-08-04,3027
CL-004366,2024-08-20,10699
CL-004367,2024-10-19,4225
CL-004368,2024-05-24,8464
CL-004369,2024-02-11,7902
CL-004370,2024-07-29,10230
CL-004371,2024-02-17,3912
CL-004372,2024-09-12,2695
